capturador,forma,racimo,video,ruta_relativa
javo,freestyle,48,VID_20230322_124055.mp4,javo/freestyle/48/VID_20230322_124055/VID_20230322_124055.mp4
pablo,freestyle,47,VID_20230322_124100.mp4,pablo/freestyle/47/VID_20230322_124100/VID_20230322_124100.mp4
javo,freestyle,48,VID_20230322_124102.mp4,javo/freestyle/48/VID_20230322_124102/VID_20230322_124102.mp4
javo,180,46,VID_20230322_124227.mp4,javo/180/46/VID_20230322_124227/VID_20230322_124227.mp4
javo,180,46,VID_20230322_124239.mp4,javo/180/46/VID_20230322_124239/VID_20230322_124239.mp4
javo,180,46,VID_20230322_124250.mp4,javo/180/46/VID_20230322_124250/VID_20230322_124250.mp4
pablo,180,45,VID_20230322_124255.mp4,pablo/180/45/VID_20230322_124255/VID_20230322_124255.mp4
pablo,180,45,VID_20230322_124306.mp4,pablo/180/45/VID_20230322_124306/VID_20230322_124306.mp4
javo,180,46,VID_20230322_124312.mp4,javo/180/46/VID_20230322_124312/VID_20230322_124312.mp4
pablo,180,45,VID_20230322_124320.mp4,pablo/180/45/VID_20230322_124320/VID_20230322_124320.mp4
javo,180,46,VID_20230322_124322.mp4,javo/180/46/VID_20230322_124322/VID_20230322_124322.mp4
pablo,180,45,VID_20230322_124332.mp4,pablo/180/45/VID_20230322_124332/VID_20230322_124332.mp4
pablo,180,45,VID_20230322_124347.mp4,pablo/180/45/VID_20230322_124347/VID_20230322_124347.mp4
javo,vertical,46,VID_20230322_124404.mp4,javo/vertical/46/VID_20230322_124404/VID_20230322_124404.mp4
pablo,vertical,45,VID_20230322_124413.mp4,pablo/vertical/45/VID_20230322_124413/VID_20230322_124413.mp4
javo,vertical,46,VID_20230322_124413.mp4,javo/vertical/46/VID_20230322_124413/VID_20230322_124413.mp4
pablo,vertical,45,VID_20230322_124427.mp4,pablo/vertical/45/VID_20230322_124427/VID_20230322_124427.mp4
javo,vertical,46,VID_20230322_124439.mp4,javo/vertical/46/VID_20230322_124439/VID_20230322_124439.mp4
javo,vertical,46,VID_20230322_124448.mp4,javo/vertical/46/VID_20230322_124448/VID_20230322_124448.mp4
pablo,vertical,45,VID_20230322_124450.mp4,pablo/vertical/45/VID_20230322_124450/VID_20230322_124450.mp4
pablo,vertical,45,VID_20230322_124459.mp4,pablo/vertical/45/VID_20230322_124459/VID_20230322_124459.mp4
javo,vertical,46,VID_20230322_124504.mp4,javo/vertical/46/VID_20230322_124504/VID_20230322_124504.mp4
pablo,vertical,45,VID_20230322_124512.mp4,pablo/vertical/45/VID_20230322_124512/VID_20230322_124512.mp4
javo,freestyle,46,VID_20230322_124523.mp4,javo/freestyle/46/VID_20230322_124523/VID_20230322_124523.mp4
javo,freestyle,46,VID_20230322_124531.mp4,javo/freestyle/46/VID_20230322_124531/VID_20230322_124531.mp4
pablo,freestyle,45,VID_20230322_124537.mp4,pablo/freestyle/45/VID_20230322_124537/VID_20230322_124537.mp4
javo,freestyle,46,VID_20230322_124539.mp4,javo/freestyle/46/VID_20230322_124539/VID_20230322_124539.mp4
pablo,freestyle,45,VID_20230322_124547.mp4,pablo/freestyle/45/VID_20230322_124547/VID_20230322_124547.mp4
javo,freestyle,46,VID_20230322_124547.mp4,javo/freestyle/46/VID_20230322_124547/VID_20230322_124547.mp4
javo,freestyle,46,VID_20230322_124601.mp4,javo/freestyle/46/VID_20230322_124601/VID_20230322_124601.mp4
pablo,freestyle,45,VID_20230322_124616.mp4,pablo/freestyle/45/VID_20230322_124616/VID_20230322_124616.mp4
pablo,freestyle,45,VID_20230322_124623.mp4,pablo/freestyle/45/VID_20230322_124623/VID_20230322_124623.mp4
pablo,freestyle,45,VID_20230322_124635.mp4,pablo/freestyle/45/VID_20230322_124635/VID_20230322_124635.mp4
pablo,180,46,VID_20230322_124723.mp4,pablo/180/46/VID_20230322_124723/VID_20230322_124723.mp4
javo,180,45,VID_20230322_124724.mp4,javo/180/45/VID_20230322_124724/VID_20230322_124724.mp4
pablo,180,46,VID_20230322_124735.mp4,pablo/180/46/VID_20230322_124735/VID_20230322_124735.mp4
javo,180,45,VID_20230322_124735.mp4,javo/180/45/VID_20230322_124735/VID_20230322_124735.mp4
pablo,180,46,VID_20230322_124746.mp4,pablo/180/46/VID_20230322_124746/VID_20230322_124746.mp4
javo,180,45,VID_20230322_124746.mp4,javo/180/45/VID_20230322_124746_copia/VID_20230322_124746.mp4
javo,180,45,VID_20230322_124746.mp4,javo/180/45/VID_20230322_124746/VID_20230322_124746.mp4
javo,180,45,VID_20230322_124756.mp4,javo/180/45/VID_20230322_124756_copia/VID_20230322_124756.mp4
javo,180,45,VID_20230322_124756.mp4,javo/180/45/VID_20230322_124756/VID_20230322_124756.mp4
pablo,180,46,VID_20230322_124757.mp4,pablo/180/46/VID_20230322_124757/VID_20230322_124757.mp4
javo,180,45,VID_20230322_124811.mp4,javo/180/45/VID_20230322_124811/VID_20230322_124811.mp4
pablo,180,46,VID_20230322_124813.mp4,pablo/180/46/VID_20230322_124813/VID_20230322_124813.mp4
javo,vertical,45,VID_20230322_124828.mp4,javo/vertical/45/VID_20230322_124828/VID_20230322_124828.mp4
pablo,vertical,46,VID_20230322_124832.mp4,pablo/vertical/46/VID_20230322_124832/VID_20230322_124832.mp4
javo,vertical,45,VID_20230322_124838.mp4,javo/vertical/45/VID_20230322_124838/VID_20230322_124838.mp4
pablo,vertical,46,VID_20230322_124841.mp4,pablo/vertical/46/VID_20230322_124841/VID_20230322_124841.mp4
pablo,vertical,46,VID_20230322_124849.mp4,pablo/vertical/46/VID_20230322_124849/VID_20230322_124849.mp4
javo,vertical,45,VID_20230322_124854.mp4,javo/vertical/45/VID_20230322_124854/VID_20230322_124854.mp4
pablo,vertical,46,VID_20230322_124858.mp4,pablo/vertical/46/VID_20230322_124858/VID_20230322_124858.mp4
javo,vertical,45,VID_20230322_124904.mp4,javo/vertical/45/VID_20230322_124904/VID_20230322_124904.mp4
pablo,vertical,46,VID_20230322_124915.mp4,pablo/vertical/46/VID_20230322_124915/VID_20230322_124915.mp4
javo,vertical,45,VID_20230322_124919.mp4,javo/vertical/45/VID_20230322_124919/VID_20230322_124919.mp4
pablo,freestyle,46,VID_20230322_124936.mp4,pablo/freestyle/46/VID_20230322_124936/VID_20230322_124936.mp4
javo,freestyle,45,VID_20230322_124941.mp4,javo/freestyle/45/VID_20230322_124941/VID_20230322_124941.mp4
pablo,freestyle,46,VID_20230322_124943.mp4,pablo/freestyle/46/VID_20230322_124943/VID_20230322_124943.mp4
javo,freestyle,45,VID_20230322_124948.mp4,javo/freestyle/45/VID_20230322_124948/VID_20230322_124948.mp4
pablo,freestyle,46,VID_20230322_124950.mp4,pablo/freestyle/46/VID_20230322_124950/VID_20230322_124950.mp4
javo,freestyle,45,VID_20230322_124956.mp4,javo/freestyle/45/VID_20230322_124956/VID_20230322_124956.mp4
pablo,freestyle,46,VID_20230322_124958.mp4,pablo/freestyle/46/VID_20230322_124958/VID_20230322_124958.mp4
pablo,freestyle,46,VID_20230322_125005.mp4,pablo/freestyle/46/VID_20230322_125005/VID_20230322_125005.mp4
javo,freestyle,45,VID_20230322_125012.mp4,javo/freestyle/45/VID_20230322_125012/VID_20230322_125012.mp4
javo,freestyle,45,VID_20230322_125019.mp4,javo/freestyle/45/VID_20230322_125019/VID_20230322_125019.mp4
pablo,180,43,VID_20230322_125225.mp4,pablo/180/43/VID_20230322_125225/VID_20230322_125225.mp4
javo,180,44,VID_20230322_125227.mp4,javo/180/44/VID_20230322_125227/VID_20230322_125227.mp4
pablo,180,43,VID_20230322_125237.mp4,pablo/180/43/VID_20230322_125237/VID_20230322_125237.mp4
javo,180,44,VID_20230322_125240.mp4,javo/180/44/VID_20230322_125240/VID_20230322_125240.mp4
pablo,180,43,VID_20230322_125248.mp4,pablo/180/43/VID_20230322_125248/VID_20230322_125248.mp4
javo,180,44,VID_20230322_125259.mp4,javo/180/44/VID_20230322_125259/VID_20230322_125259.mp4
pablo,180,43,VID_20230322_125302.mp4,pablo/180/43/VID_20230322_125302/VID_20230322_125302.mp4
javo,180,44,VID_20230322_125309.mp4,javo/180/44/VID_20230322_125309_copia/VID_20230322_125309.mp4
javo,180,44,VID_20230322_125309.mp4,javo/180/44/VID_20230322_125309/VID_20230322_125309.mp4
javo,180,44,VID_20230322_125324.mp4,javo/180/44/VID_20230322_125324/VID_20230322_125324.mp4
javo,vertical,44,VID_20230322_125349.mp4,javo/vertical/44/VID_20230322_125349/VID_20230322_125349.mp4
pablo,180,43,VID_20230322_125359.mp4,pablo/180/43/VID_20230322_125359/VID_20230322_125359.mp4
javo,vertical,44,VID_20230322_125402.mp4,javo/vertical/44/VID_20230322_125402/VID_20230322_125402.mp4
pablo,vertical,43,VID_20230322_125426.mp4,pablo/vertical/43/VID_20230322_125426/VID_20230322_125426.mp4
pablo,vertical,43,VID_20230322_125437.mp4,pablo/vertical/43/VID_20230322_125437/VID_20230322_125437.mp4
pablo,vertical,43,VID_20230322_125448.mp4,pablo/vertical/43/VID_20230322_125448/VID_20230322_125448.mp4
javo,vertical,44,VID_20230322_125450.mp4,javo/vertical/44/VID_20230322_125450/VID_20230322_125450.mp4
pablo,vertical,43,VID_20230322_125458.mp4,pablo/vertical/43/VID_20230322_125458/VID_20230322_125458.mp4
javo,vertical,44,VID_20230322_125500.mp4,javo/vertical/44/VID_20230322_125500/VID_20230322_125500.mp4
pablo,vertical,43,VID_20230322_125508.mp4,pablo/vertical/43/VID_20230322_125508/VID_20230322_125508.mp4
javo,vertical,44,VID_20230322_125513.mp4,javo/vertical/44/VID_20230322_125513/VID_20230322_125513.mp4
pablo,freestyle,43,VID_20230322_125544.mp4,pablo/freestyle/43/VID_20230322_125544/VID_20230322_125544.mp4
pablo,freestyle,43,VID_20230322_125553.mp4,pablo/freestyle/43/VID_20230322_125553/VID_20230322_125553.mp4
pablo,freestyle,43,VID_20230322_125600.mp4,pablo/freestyle/43/VID_20230322_125600/VID_20230322_125600.mp4
javo,freestyle,44,VID_20230322_125606.mp4,javo/freestyle/44/VID_20230322_125606/VID_20230322_125606.mp4
pablo,freestyle,43,VID_20230322_125608.mp4,pablo/freestyle/43/VID_20230322_125608/VID_20230322_125608.mp4
javo,freestyle,44,VID_20230322_125613.mp4,javo/freestyle/44/VID_20230322_125613/VID_20230322_125613.mp4
pablo,freestyle,43,VID_20230322_125617.mp4,pablo/freestyle/43/VID_20230322_125617/VID_20230322_125617.mp4
javo,freestyle,44,VID_20230322_125621.mp4,javo/freestyle/44/VID_20230322_125621/VID_20230322_125621.mp4
javo,freestyle,44,VID_20230322_125629.mp4,javo/freestyle/44/VID_20230322_125629/VID_20230322_125629.mp4
javo,freestyle,44,VID_20230322_125637.mp4,javo/freestyle/44/VID_20230322_125637/VID_20230322_125637.mp4
pablo,180,44,VID_20230322_125712.mp4,pablo/180/44/VID_20230322_125712/VID_20230322_125712.mp4
javo,180,43,VID_20230322_125720.mp4,javo/180/43/VID_20230322_125720/VID_20230322_125720.mp4
pablo,180,44,VID_20230322_125727.mp4,pablo/180/44/VID_20230322_125727/VID_20230322_125727.mp4
javo,180,43,VID_20230322_125732.mp4,javo/180/43/VID_20230322_125732/VID_20230322_125732.mp4
javo,180,43,VID_20230322_125744.mp4,javo/180/43/VID_20230322_125744/VID_20230322_125744.mp4
pablo,180,44,VID_20230322_125745.mp4,pablo/180/44/VID_20230322_125745/VID_20230322_125745.mp4
javo,180,43,VID_20230322_125755.mp4,javo/180/43/VID_20230322_125755/VID_20230322_125755.mp4
pablo,180,44,VID_20230322_125756.mp4,pablo/180/44/VID_20230322_125756/VID_20230322_125756.mp4
pablo,180,44,VID_20230322_125809.mp4,pablo/180/44/VID_20230322_125809/VID_20230322_125809.mp4
javo,180,43,VID_20230322_125813.mp4,javo/180/43/VID_20230322_125813/VID_20230322_125813.mp4
pablo,vertical,44,VID_20230322_125830.mp4,pablo/vertical/44/VID_20230322_125830/VID_20230322_125830.mp4
pablo,vertical,44,VID_20230322_125842.mp4,pablo/vertical/44/VID_20230322_125842/VID_20230322_125842.mp4
javo,vertical,43,VID_20230322_125843.mp4,javo/vertical/43/VID_20230322_125843/VID_20230322_125843.mp4
javo,vertical,43,VID_20230322_125851.mp4,javo/vertical/43/VID_20230322_125851/VID_20230322_125851.mp4
pablo,vertical,44,VID_20230322_125853.mp4,pablo/vertical/44/VID_20230322_125853/VID_20230322_125853.mp4
javo,vertical,43,VID_20230322_125901.mp4,javo/vertical/43/VID_20230322_125901/VID_20230322_125901.mp4
pablo,vertical,44,VID_20230322_125905.mp4,pablo/vertical/44/VID_20230322_125905/VID_20230322_125905.mp4
javo,vertical,43,VID_20230322_125910.mp4,javo/vertical/43/VID_20230322_125910/VID_20230322_125910.mp4
javo,vertical,43,VID_20230322_125919.mp4,javo/vertical/43/VID_20230322_125919/VID_20230322_125919.mp4
pablo,vertical,44,VID_20230322_125922.mp4,pablo/vertical/44/VID_20230322_125922/VID_20230322_125922.mp4
pablo,freestyle,44,VID_20230322_125945.mp4,pablo/freestyle/44/VID_20230322_125945/VID_20230322_125945.mp4
pablo,freestyle,44,VID_20230322_125953.mp4,pablo/freestyle/44/VID_20230322_125953/VID_20230322_125953.mp4
javo,freestyle,43,VID_20230322_130003.mp4,javo/freestyle/43/VID_20230322_130003/VID_20230322_130003.mp4
pablo,freestyle,44,VID_20230322_130007.mp4,pablo/freestyle/44/VID_20230322_130007/VID_20230322_130007.mp4
javo,freestyle,43,VID_20230322_130011.mp4,javo/freestyle/43/VID_20230322_130011/VID_20230322_130011.mp4
pablo,freestyle,44,VID_20230322_130016.mp4,pablo/freestyle/44/VID_20230322_130016/VID_20230322_130016.mp4
javo,freestyle,43,VID_20230322_130018.mp4,javo/freestyle/43/VID_20230322_130018/VID_20230322_130018.mp4
pablo,freestyle,44,VID_20230322_130024.mp4,pablo/freestyle/44/VID_20230322_130024/VID_20230322_130024.mp4
javo,freestyle,43,VID_20230322_130026.mp4,javo/freestyle/43/VID_20230322_130026/VID_20230322_130026.mp4
javo,freestyle,43,VID_20230322_130039.mp4,javo/freestyle/43/VID_20230322_130039/VID_20230322_130039.mp4
javo,180,42,VID_20230322_131041.mp4,javo/180/42/VID_20230322_131041/VID_20230322_131041.mp4
javo,180,42,VID_20230322_131050.mp4,javo/180/42/VID_20230322_131050/VID_20230322_131050.mp4
javo,180,42,VID_20230322_131111.mp4,javo/180/42/VID_20230322_131111/VID_20230322_131111.mp4
javo,180,42,VID_20230322_131122.mp4,javo/180/42/VID_20230322_131122/VID_20230322_131122.mp4
javo,180,42,VID_20230322_131135.mp4,javo/180/42/VID_20230322_131135/VID_20230322_131135.mp4
javo,vertical,42,VID_20230322_131151.mp4,javo/vertical/42/VID_20230322_131151/VID_20230322_131151.mp4
javo,vertical,42,VID_20230322_131200.mp4,javo/vertical/42/VID_20230322_131200/VID_20230322_131200.mp4
pablo,180,41,VID_20230322_131203.mp4,pablo/180/41/VID_20230322_131203/VID_20230322_131203.mp4
javo,vertical,42,VID_20230322_131210.mp4,javo/vertical/42/VID_20230322_131210/VID_20230322_131210.mp4
pablo,180,41,VID_20230322_131214.mp4,pablo/180/41/VID_20230322_131214/VID_20230322_131214.mp4
pablo,180,41,VID_20230322_131225.mp4,pablo/180/41/VID_20230322_131225/VID_20230322_131225.mp4
javo,vertical,42,VID_20230322_131234.mp4,javo/vertical/42/VID_20230322_131234/VID_20230322_131234.mp4
pablo,180,41,VID_20230322_131236.mp4,pablo/180/41/VID_20230322_131236/VID_20230322_131236.mp4
javo,vertical,42,VID_20230322_131248.mp4,javo/vertical/42/VID_20230322_131248/VID_20230322_131248.mp4
javo,freestyle,42,VID_20230322_131309.mp4,javo/freestyle/42/VID_20230322_131309/VID_20230322_131309.mp4
pablo,vertical,41,VID_20230322_131310.mp4,pablo/vertical/41/VID_20230322_131310/VID_20230322_131310.mp4
pablo,vertical,41,VID_20230322_131322.mp4,pablo/vertical/41/VID_20230322_131322/VID_20230322_131322.mp4
javo,freestyle,42,VID_20230322_131330.mp4,javo/freestyle/42/VID_20230322_131330/VID_20230322_131330.mp4
pablo,vertical,41,VID_20230322_131334.mp4,pablo/vertical/41/VID_20230322_131334/VID_20230322_131334.mp4
javo,freestyle,42,VID_20230322_131338.mp4,javo/freestyle/42/VID_20230322_131338/VID_20230322_131338.mp4
pablo,vertical,41,VID_20230322_131346.mp4,pablo/vertical/41/VID_20230322_131346/VID_20230322_131346.mp4
javo,freestyle,42,VID_20230322_131351.mp4,javo/freestyle/42/VID_20230322_131351/VID_20230322_131351.mp4
pablo,vertical,41,VID_20230322_131357.mp4,pablo/vertical/41/VID_20230322_131357/VID_20230322_131357.mp4
javo,freestyle,42,VID_20230322_131359.mp4,javo/freestyle/42/VID_20230322_131359/VID_20230322_131359.mp4
pablo,freestyle,41,VID_20230322_131418.mp4,pablo/freestyle/41/VID_20230322_131418/VID_20230322_131418.mp4
pablo,freestyle,41,VID_20230322_131427.mp4,pablo/freestyle/41/VID_20230322_131427/VID_20230322_131427.mp4
pablo,freestyle,41,VID_20230322_131435.mp4,pablo/freestyle/41/VID_20230322_131435/VID_20230322_131435.mp4
pablo,freestyle,41,VID_20230322_131443.mp4,pablo/freestyle/41/VID_20230322_131443/VID_20230322_131443.mp4
pablo,freestyle,41,VID_20230322_131449.mp4,pablo/freestyle/41/VID_20230322_131449/VID_20230322_131449.mp4
pablo,180,42,VID_20230322_131530.mp4,pablo/180/42/VID_20230322_131530/VID_20230322_131530.mp4
javo,180,41,VID_20230322_131537.mp4,javo/180/41/VID_20230322_131537/VID_20230322_131537.mp4
pablo,180,42,VID_20230322_131541.mp4,pablo/180/42/VID_20230322_131541/VID_20230322_131541.mp4
javo,180,41,VID_20230322_131551.mp4,javo/180/41/VID_20230322_131551/VID_20230322_131551.mp4
pablo,180,42,VID_20230322_131554.mp4,pablo/180/42/VID_20230322_131554/VID_20230322_131554.mp4
javo,180,41,VID_20230322_131603.mp4,javo/180/41/VID_20230322_131603/VID_20230322_131603.mp4
pablo,180,42,VID_20230322_131608.mp4,pablo/180/42/VID_20230322_131608/VID_20230322_131608.mp4
javo,180,41,VID_20230322_131618.mp4,javo/180/41/VID_20230322_131618/VID_20230322_131618.mp4
pablo,180,42,VID_20230322_131627.mp4,pablo/180/42/VID_20230322_131627/VID_20230322_131627.mp4
javo,180,41,VID_20230322_131634.mp4,javo/180/41/VID_20230322_131634/VID_20230322_131634.mp4
pablo,vertical,42,VID_20230322_131710.mp4,pablo/vertical/42/VID_20230322_131710/VID_20230322_131710.mp4
javo,vertical,41,VID_20230322_131718.mp4,javo/vertical/41/VID_20230322_131718/VID_20230322_131718.mp4
pablo,vertical,42,VID_20230322_131721.mp4,pablo/vertical/42/VID_20230322_131721/VID_20230322_131721.mp4
javo,vertical,41,VID_20230322_131731.mp4,javo/vertical/41/VID_20230322_131731/VID_20230322_131731.mp4
pablo,vertical,42,VID_20230322_131734.mp4,pablo/vertical/42/VID_20230322_131734/VID_20230322_131734.mp4
javo,vertical,41,VID_20230322_131742.mp4,javo/vertical/41/VID_20230322_131742/VID_20230322_131742.mp4
pablo,vertical,42,VID_20230322_131747.mp4,pablo/vertical/42/VID_20230322_131747/VID_20230322_131747.mp4
javo,vertical,41,VID_20230322_131753.mp4,javo/vertical/41/VID_20230322_131753/VID_20230322_131753.mp4
pablo,vertical,42,VID_20230322_131807.mp4,pablo/vertical/42/VID_20230322_131807/VID_20230322_131807.mp4
javo,vertical,41,VID_20230322_131811.mp4,javo/vertical/41/VID_20230322_131811/VID_20230322_131811.mp4
pablo,freestyle,42,VID_20230322_131829.mp4,pablo/freestyle/42/VID_20230322_131829/VID_20230322_131829.mp4
pablo,freestyle,42,VID_20230322_131838.mp4,pablo/freestyle/42/VID_20230322_131838/VID_20230322_131838.mp4
javo,freestyle,41,VID_20230322_131842.mp4,javo/freestyle/41/VID_20230322_131842/VID_20230322_131842.mp4
pablo,freestyle,42,VID_20230322_131847.mp4,pablo/freestyle/42/VID_20230322_131847/VID_20230322_131847.mp4
pablo,freestyle,42,VID_20230322_131856.mp4,pablo/freestyle/42/VID_20230322_131856/VID_20230322_131856.mp4
javo,freestyle,41,VID_20230322_131858.mp4,javo/freestyle/41/VID_20230322_131858/VID_20230322_131858.mp4
javo,freestyle,41,VID_20230322_131906.mp4,javo/freestyle/41/VID_20230322_131906/VID_20230322_131906.mp4
pablo,freestyle,42,VID_20230322_131909.mp4,pablo/freestyle/42/VID_20230322_131909/VID_20230322_131909.mp4
javo,freestyle,41,VID_20230322_131922.mp4,javo/freestyle/41/VID_20230322_131922/VID_20230322_131922.mp4
javo,freestyle,41,VID_20230322_131937.mp4,javo/freestyle/41/VID_20230322_131937/VID_20230322_131937.mp4
pablo,180,40,VID_20230322_132128.mp4,pablo/180/40/VID_20230322_132128/VID_20230322_132128.mp4
javo,180,39,VID_20230322_132134.mp4,javo/180/39/VID_20230322_132134/VID_20230322_132134.mp4
pablo,180,40,VID_20230322_132142.mp4,pablo/180/40/VID_20230322_132142/VID_20230322_132142.mp4
javo,180,39,VID_20230322_132144.mp4,javo/180/39/VID_20230322_132144/VID_20230322_132144.mp4
pablo,180,40,VID_20230322_132153.mp4,pablo/180/40/VID_20230322_132153/VID_20230322_132153.mp4
javo,180,39,VID_20230322_132157.mp4,javo/180/39/VID_20230322_132157/VID_20230322_132157.mp4
pablo,180,40,VID_20230322_132204.mp4,pablo/180/40/VID_20230322_132204/VID_20230322_132204.mp4
javo,180,39,VID_20230322_132210.mp4,javo/180/39/VID_20230322_132210/VID_20230322_132210.mp4
javo,180,39,VID_20230322_132221.mp4,javo/180/39/VID_20230322_132221/VID_20230322_132221.mp4
pablo,180,40,VID_20230322_132223.mp4,pablo/180/40/VID_20230322_132223/VID_20230322_132223.mp4
javo,vertical,39,VID_20230322_132243.mp4,javo/vertical/39/VID_20230322_132243/VID_20230322_132243.mp4
pablo,vertical,40,VID_20230322_132257.mp4,pablo/vertical/40/VID_20230322_132257/VID_20230322_132257.mp4
javo,vertical,39,VID_20230322_132311.mp4,javo/vertical/39/VID_20230322_132311/VID_20230322_132311.mp4
pablo,vertical,40,VID_20230322_132320.mp4,pablo/vertical/40/VID_20230322_132320/VID_20230322_132320.mp4
javo,vertical,39,VID_20230322_132320.mp4,javo/vertical/39/VID_20230322_132320/VID_20230322_132320.mp4
pablo,vertical,40,VID_20230322_132330.mp4,pablo/vertical/40/VID_20230322_132330/VID_20230322_132330.mp4
javo,vertical,39,VID_20230322_132330.mp4,javo/vertical/39/VID_20230322_132330/VID_20230322_132330.mp4
javo,vertical,39,VID_20230322_132340.mp4,javo/vertical/39/VID_20230322_132340/VID_20230322_132340.mp4
pablo,vertical,40,VID_20230322_132347.mp4,pablo/vertical/40/VID_20230322_132347/VID_20230322_132347.mp4
pablo,vertical,40,VID_20230322_132358.mp4,pablo/vertical/40/VID_20230322_132358/VID_20230322_132358.mp4
javo,freestyle,39,VID_20230322_132415.mp4,javo/freestyle/39/VID_20230322_132415/VID_20230322_132415.mp4
pablo,freestyle,40,VID_20230322_132418.mp4,pablo/freestyle/40/VID_20230322_132418/VID_20230322_132418.mp4
javo,freestyle,39,VID_20230322_132423.mp4,javo/freestyle/39/VID_20230322_132423/VID_20230322_132423.mp4
pablo,freestyle,40,VID_20230322_132427.mp4,pablo/freestyle/40/VID_20230322_132427/VID_20230322_132427.mp4
javo,freestyle,39,VID_20230322_132431.mp4,javo/freestyle/39/VID_20230322_132431/VID_20230322_132431.mp4
pablo,freestyle,40,VID_20230322_132434.mp4,pablo/freestyle/40/VID_20230322_132434/VID_20230322_132434.mp4
javo,freestyle,39,VID_20230322_132439.mp4,javo/freestyle/39/VID_20230322_132439/VID_20230322_132439.mp4
pablo,freestyle,40,VID_20230322_132443.mp4,pablo/freestyle/40/VID_20230322_132443/VID_20230322_132443.mp4
pablo,freestyle,40,VID_20230322_132456.mp4,pablo/freestyle/40/VID_20230322_132456/VID_20230322_132456.mp4
javo,freestyle,39,VID_20230322_132509.mp4,javo/freestyle/39/VID_20230322_132509/VID_20230322_132509.mp4
pablo,180,39,VID_20230322_132555.mp4,pablo/180/39/VID_20230322_132555/VID_20230322_132555.mp4
javo,180,40,VID_20230322_132642.mp4,javo/180/40/VID_20230322_132642/VID_20230322_132642.mp4
javo,180,40,VID_20230322_132652.mp4,javo/180/40/VID_20230322_132652/VID_20230322_132652.mp4
javo,180,40,VID_20230322_132703.mp4,javo/180/40/VID_20230322_132703/VID_20230322_132703.mp4
pablo,180,39,VID_20230322_132705.mp4,pablo/180/39/VID_20230322_132705/VID_20230322_132705.mp4
javo,180,40,VID_20230322_132714.mp4,javo/180/40/VID_20230322_132714/VID_20230322_132714.mp4
pablo,180,39,VID_20230322_132716.mp4,pablo/180/39/VID_20230322_132716/VID_20230322_132716.mp4
javo,180,40,VID_20230322_132725.mp4,javo/180/40/VID_20230322_132725/VID_20230322_132725.mp4
pablo,180,39,VID_20230322_132729.mp4,pablo/180/39/VID_20230322_132729/VID_20230322_132729.mp4
pablo,180,39,VID_20230322_132743.mp4,pablo/180/39/VID_20230322_132743/VID_20230322_132743.mp4
javo,vertical,40,VID_20230322_132753.mp4,javo/vertical/40/VID_20230322_132753/VID_20230322_132753.mp4
javo,vertical,40,VID_20230322_132802.mp4,javo/vertical/40/VID_20230322_132802/VID_20230322_132802.mp4
javo,vertical,40,VID_20230322_132811.mp4,javo/vertical/40/VID_20230322_132811/VID_20230322_132811.mp4
pablo,vertical,39,VID_20230322_132813.mp4,pablo/vertical/39/VID_20230322_132813/VID_20230322_132813.mp4
javo,vertical,40,VID_20230322_132821.mp4,javo/vertical/40/VID_20230322_132821/VID_20230322_132821.mp4
pablo,vertical,39,VID_20230322_132826.mp4,pablo/vertical/39/VID_20230322_132826/VID_20230322_132826.mp4
javo,vertical,40,VID_20230322_132830.mp4,javo/vertical/40/VID_20230322_132830/VID_20230322_132830.mp4
pablo,vertical,39,VID_20230322_132838.mp4,pablo/vertical/39/VID_20230322_132838/VID_20230322_132838.mp4
pablo,vertical,39,VID_20230322_132909.mp4,pablo/vertical/39/VID_20230322_132909/VID_20230322_132909.mp4
javo,freestyle,40,VID_20230322_132918.mp4,javo/freestyle/40/VID_20230322_132918/VID_20230322_132918.mp4
javo,freestyle,40,VID_20230322_132926.mp4,javo/freestyle/40/VID_20230322_132926/VID_20230322_132926.mp4
pablo,vertical,39,VID_20230322_132929.mp4,pablo/vertical/39/VID_20230322_132929/VID_20230322_132929.mp4
javo,freestyle,40,VID_20230322_132934.mp4,javo/freestyle/40/VID_20230322_132934/VID_20230322_132934.mp4
javo,freestyle,40,VID_20230322_133006.mp4,javo/freestyle/40/VID_20230322_133006/VID_20230322_133006.mp4
pablo,freestyle,39,VID_20230322_133028.mp4,pablo/freestyle/39/VID_20230322_133028/VID_20230322_133028.mp4
pablo,freestyle,39,VID_20230322_133037.mp4,pablo/freestyle/39/VID_20230322_133037/VID_20230322_133037.mp4
javo,freestyle,40,VID_20230322_133037.mp4,javo/freestyle/40/VID_20230322_133037/VID_20230322_133037.mp4
pablo,freestyle,39,VID_20230322_133046.mp4,pablo/freestyle/39/VID_20230322_133046/VID_20230322_133046.mp4
pablo,freestyle,39,VID_20230322_133054.mp4,pablo/freestyle/39/VID_20230322_133054/VID_20230322_133054.mp4
pablo,freestyle,39,VID_20230322_133108.mp4,pablo/freestyle/39/VID_20230322_133108/VID_20230322_133108.mp4
javo,180,38,VID_20230322_133216.mp4,javo/180/38/VID_20230322_133216/VID_20230322_133216.mp4
javo,180,38,VID_20230322_133227.mp4,javo/180/38/VID_20230322_133227/VID_20230322_133227.mp4
javo,180,38,VID_20230322_133241.mp4,javo/180/38/VID_20230322_133241/VID_20230322_133241.mp4
